Search Path:
State: [[1, 7, 6], [9, 4, 8], [2, 3, 5]] Level: 0 F-value:(19, 19)
State: [[1, 3, 6], [2, 4, 5], [8, 7, 9]] Level: 8 F-value:(13, 5)
State: [[1, 5, 3], [2, 4, 6], [9, 7, 8]] Level: 7 F-value:(13, 6)
State: [[1, 4, 3], [2, 5, 6], [9, 7, 8]] Level: 8 F-value:(13, 5)
State: [[1, 3, 4], [2, 5, 6], [9, 7, 8]] Level: 9 F-value:(13, 4)
State: [[2, 4, 5], [1, 3, 6], [7, 9, 8]] Level: 7 F-value:(13, 6)
State: [[2, 3, 5], [1, 4, 6], [9, 7, 8]] Level: 7 F-value:(13, 6)
State: [[1, 4, 6], [2, 3, 5], [8, 7, 9]] Level: 7 F-value:(13, 6)
State: [[1, 6, 4], [2, 3, 5], [7, 8, 9]] Level: 7 F-value:(13, 6)
State: [[1, 3, 4], [2, 6, 5], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 3, 4], [2, 6, 5], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 3, 4], [6, 2, 5], [7, 8, 9]] Level: 9 F-value:(13, 4)
State: [[1, 2, 4], [6, 3, 5], [7, 8, 9]] Level: 10 F-value:(13, 3)
State: [[2, 3, 4], [1, 6, 5], [7, 8, 9]] Level: 9 F-value:(13, 4)
State: [[1, 3, 4], [2, 6, 5], [8, 7, 9]] Level: 9 F-value:(13, 4)
State: [[3, 1, 4], [2, 6, 5], [7, 8, 9]] Level: 9 F-value:(13, 4)
State: [[2, 1, 4], [3, 6, 5], [7, 8, 9]] Level: 10 F-value:(13, 3)
State: [[3, 1, 5], [2, 4, 6], [9, 7, 8]] Level: 7 F-value:(13, 6)
State: [[2, 1, 5], [3, 4, 6], [9, 7, 8]] Level: 8 F-value:(13, 5)
State: [[1, 2, 5], [3, 4, 6], [9, 7, 8]] Level: 9 F-value:(13, 4)
State: [[2, 4, 6], [1, 3, 5], [7, 8, 9]] Level: 7 F-value:(13, 6)
State: [[4, 1, 5], [2, 3, 6], [7, 9, 8]] Level: 7 F-value:(13, 6)
State: [[2, 1, 5], [4, 3, 6], [7, 9, 8]] Level: 8 F-value:(13, 5)
State: [[1, 3, 5], [4, 2, 6], [9, 7, 8]] Level: 7 F-value:(13, 6)
State: [[1, 2, 5], [4, 3, 6], [9, 7, 8]] Level: 8 F-value:(13, 5)
State: [[4, 1, 6], [2, 3, 5], [7, 8, 9]] Level: 7 F-value:(13, 6)
State: [[2, 1, 6], [4, 3, 5], [7, 8, 9]] Level: 8 F-value:(13, 5)
State: [[1, 3, 6], [4, 2, 5], [7, 9, 8]] Level: 7 F-value:(13, 6)
State: [[1, 2, 6], [4, 3, 5], [7, 9, 8]] Level: 8 F-value:(13, 5)
State: [[1, 2, 6], [3, 4, 5], [7, 9, 8]] Level: 9 F-value:(13, 4)
State: [[1, 4, 6], [3, 2, 5], [7, 8, 9]] Level: 7 F-value:(13, 6)
State: [[1, 2, 6], [3, 4, 5], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 2, 5], [3, 4, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 2, 5], [3, 4, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 2, 6], [3, 4, 5], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 2, 5], [3, 4, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 2, 5], [3, 4, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 2, 6], [3, 4, 5], [8, 7, 9]] Level: 9 F-value:(13, 4)
State: [[1, 6, 2], [3, 4, 5], [7, 8, 9]] Level: 9 F-value:(13, 4)
State: [[1, 4, 2], [3, 6, 5], [7, 8, 9]] Level: 10 F-value:(13, 3)
State: [[1, 2, 6], [3, 5, 4], [7, 8, 9]] Level: 9 F-value:(13, 4)
State: [[1, 2, 4], [3, 5, 6], [7, 8, 9]] Level: 10 F-value:(11, 1)
State: [[1, 2, 4], [3, 5, 6], [7, 8, 9]] Level: 10 F-value:(11, 1)
State: [[1, 2, 4], [3, 5, 6], [7, 9, 8]] Level: 11 F-value:(13, 2)
State: [[1, 2, 4], [3, 5, 6], [8, 7, 9]] Level: 11 F-value:(13, 2)
State: [[1, 4, 6], [2, 5, 3], [7, 8, 9]] Level: 7 F-value:(13, 6)
State: [[1, 4, 3], [2, 5, 6], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 4, 3], [2, 5, 6], [7, 8, 9]] Level: 8 F-value:(11, 3)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 3, 4], [2, 5, 6], [7, 8, 9]] Level: 9 F-value:(11, 2)
State: [[1, 4, 3], [2, 5, 6], [8, 7, 9]] Level: 9 F-value:(13, 4)
State: [[1, 4, 3], [5, 2, 6], [7, 8, 9]] Level: 9 F-value:(13, 4)
State: [[1, 2, 3], [5, 4, 6], [7, 8, 9]] Level: 10 F-value:(11, 1)
State: [[1, 2, 3], [4, 5, 6], [7, 8, 9]] Level: 11 F-value:(11, 0)
Time taken: 0.9399995803833008
